og	og	c
skipulega	skipulegur	lveosf
kynningu	kynning	nveo
á	á	af
stofnuninni	stofnun	nveþg
þegar	þegar	aa
í	í	af
haust	haust	nheo
.	.	pl

Þar	þar	aa
verður	verða	sfg3en
lögð	leggja	sþgven
áhersla	áhersla	nven
á	á	af
að	að	cn
kynna	kynna	sng
hana	hún	fpveo
meðal	meðal	af
opinberra	opinber	lkfesf
aðila	aðili	nkfe
,	,	pk
svo	svo	aa
sem	sem	c
eins	eins	aa
og	og	c
sveitarstjórna	sveitarstjórn	nvfe
,	,	pk
alþingismanna	alþingismaður	nkfe
og	og	c
ýmissa	ýmis	fovfe
stofnana	stofnun	nvfe
sem	sem	ct
á	á	af
einhvern	einhver	fokeo
hátt	háttur	nkeo
hafa	hafa	sfg3fn
með	með	af
atvinnuþróun	atvinnuþróun	nveo
og	og	c
byggðamál	byggðamál	nhfo
að	að	cn
gera	gera	sng
.	.	pl

Það	það	fphen
er	vera	sfg3en
ákaflega	ákaflega	aa
mikilvægt	mikilvægur	lhensf
að	að	c
þessir	þessi	fakfn
aðilar	aðili	nkfn
sérstaklega	sérstaklega	aa
,	,	pk
séu	vera	svg3fn
vel	vel	aa
upplýstir	upplýstur	lkfnsf
og	og	c
meðvitaðir	meðvitaður	lkfnsf
um	um	af
hlutverk	hlutverk	nheo
og	og	c
starfsemi	starfsemi	nveo
stofnunarinnar	stofnun	nveeg
.	.	pl

Á	á	af
síðasta	síðari	lheþve
ári	ár	nheþ
ákvað	ákveða	sfg3eþ
ríkisstjórnin	ríkisstjórn	nveng
að	að	cn
verja	verja	sng
700	700	ta
milljónum	milljón	nvfþ
króna	króna	nvfe
til	til	af
atvinnuátaks	atvinnuátak	nhee
á	á	af
landsbyggðinni	landsbyggð	nveþg
.	.	pl

Byggðastofnun	Byggðastofnun	nveþ-s
var	vera	sfg3eþ
falið	fela	sþghen
að	að	cn
ráðstafa	ráðstafa	sng
500	500	ta
milljónum	milljón	nvfþ
af	af	af
þessu	þessi	faheþ
fé	fé	nheþ
,	,	pk
350	350	ta
milljónum	milljón	nvfþ
til	til	af
fjárfestinga	fjárfesting	nvfe
í	í	af
álitlegum	álitlegur	lhfþsf
sprotafyrirtækjum	sprotafyrirtæki	nhfþ
og	og	c
150	150	ta
milljónum	milljón	nvfþ
til	til	af
að	að	cn
styrkja	styrkja	sng
verkefni	verkefni	nhfo
,	,	pk
sem	sem	ct
líkleg	líklegur	lhfnsf
væru	vera	svg3fþ
til	til	af
að	að	cn
styrkja	styrkja	sng
grunngerð	grunngerð	nveo
viðkomandi	viðkomandi	lheeof
samfélags	samfélag	nhee
.	.	pl

Auglýst	auglýsa	sþghen
var	vera	sfg3eþ
eftir	eftir	af
fyrirtækjum	fyrirtæki	nhfþ
til	til	af
að	að	cn
fjárfesta	fjárfesta	sng
í	í	aa
og	og	c
er	vera	sfg3en
skemmst	skammt	aae
frá	frá	af
því	það	fpheþ
að	að	cn
segja	segja	sng
að	að	c
umsóknir	umsókn	nvfn
námu	nema	sfg3fþ
fimmfaldri	fimmfaldur	lveþsf
þeirri	sá	faveþ
upphæð	upphæð	nveþ
er	er	ct
til	til	af
ráðstöfunar	ráðstöfun	nvee
var	vera	sfg3eþ
.	.	pl

Það	það	fphen
er	vera	sfg3en
því	því	aa
augljóst	augljós	lhensf
að	að	c
sérfræðingum	sérfræðingur	nkfþ
Byggðastofnunar	Byggðastofnun	nvee-s
var	vera	sfg3eþ
mikill	mikill	lkensf
vandi	vandi	nken
á	á	af
höndum	hönd	nvfþ
að	að	cn
greina	greina	sng
og	og	c
meta	meta	sng
umsóknir	umsókn	nvfo
,	,	pk
ekki	ekki	aa
síst	síður	aae
í	í	af
ljósi	ljós	nheþ
þess	það	fphee
að	að	c
mjög	mjög	aa
margar	margur	lvfnsf
þeirra	hún	fpvfe
voru	vera	sfg3fþ
ákaflega	ákaflega	aa
spennandi	spennandi	lvfnof
og	og	c
vel	vel	aa
undirbúnar	undirbúinn	lvfnsf
og	og	c
framsettar	framsettur	lvfnsf
.	.	pl

Mat	mat	nhen
á	á	af
umsóknum	umsókn	nvfþ
byggðist	byggja	sfm3eþ
á	á	af
mörgum	margur	lkfþsf
þáttum	þáttur	nkfþ
,	,	pk
svo	svo	aa
sem	sem	c
á	á	af
nýsköpunargildi	nýsköpunargildi	nheþ
,	,	pk
heildarfjármögnun	heildarfjármögnun	nveþ
verkefnis	verkefni	nhee
,	,	pk
rekstrar-	rekstrarforsenda	kt
og	og	c
samkeppnisforsendum	samkeppnisforsenda	nvfþ
og	og	c
síðast	síðar	aae
en	en	c
ekki	ekki	aa
síst	síður	aae
á	á	af
möguleikum	möguleiki	nkfþ
til	til	af
atvinnusköpunar	atvinnusköpun	nvee
og	og	c
styrkingar	styrking	nvee
þess	sá	fahee
samfélags	samfélag	nhee
sem	sem	ct
fyrirtækið	fyrirtæki	nheng
var	vera	sfg3eþ
staðsett	staðsettur	lhensf
í	í	aa
.	.	pl

Standist	standa	svm3fn
allar	allur	fovfn
áætlanir	áætlun	nvfn
og	og	c
verkefnin	verkefni	nhfng
sem	sem	ct
ákveðið	ákveða	sþghen
var	vera	sfg3eþ
að	að	cn
fjárfesta	fjárfesta	sng
í	í	aa
verða	verða	sfg3fn
að	að	af
veruleika	veruleiki	nkeþ
,	,	pk
gætu	geta	svg3fþ
7-800	7-800	ta
ný	nýr	lhfnsf
störf	starf	nhfn
skapast	skapa	sþmhen
á	á	af
landsbyggðinni	landsbyggð	nveþg
í	í	af
ýmsum	ýmis	fovfþ
greinum	grein	nvfþ
atvinnulífsins	atvinnulíf	nheeg
.	.	pl

Þessi	þessi	faven
staðreynd	staðreynd	nven
undirstrikar	undirstrika	sfg3en
mikilvægi	mikilvægi	nheo
þess	það	fphee
að	að	cn
vinna	vinna	sng
með	með	af
markvissum	markviss	lkeþsf
hætti	háttur	nkeþ
að	að	af
því	það	fpheþ
að	að	cn
styrkja	styrkja	sng
atvinnulífið	atvinnulíf	nheog
á	á	af
landsbyggðinni	landsbyggð	nveþg
og	og	c
skapa	skapa	sng
þannig	þannig	aa
raunverulegt	raunverulegur	lheosf
mótvægi	mótvægi	nheo
við	við	af
útþensluna	útþensla	nveog
á	á	af
höfuðborgarsvæðinu	höfuðborgarsvæði	nheþg
.	.	pl

Síðast	síðar	aae
liðin	liðinn	lhfosf
2	2	ta
ár	ár	nhfo
hefur	hafa	sfg3en
Byggðastofnun	Byggðastofnun	nven-s
þurft	þurfa	sþghen
að	að	cn
afskrifa	afskrifa	sng
háar	hár	lvfosf
fjárhæðir	fjárhæð	nvfo
.	.	pl

Þessar	þessi	favfn
afskriftir	afskrift	nvfn
hafa	hafa	sfg3fn
verið	vera	sþghen
stjórn	stjórn	nveþ
og	og	c
starfsmönnum	starfsmaður	nkfþ
mikið	mikill	lhensf
áhyggjuefni	áhyggjuefni	nhen
og	og	c
ljóst	ljós	lhensf
að	að	c
ef	ef	c
svo	svo	aa
heldur	halda	sfg3en
fram	fram	aa
mikið	mikið	aa
lengur	lengi	aam
,	,	pk
mun	munu	sfg3en
eiginfjárstaða	eiginfjárstaða	nven
stofnunarinnar	stofnun	nveeg
versna	versna	sng
til	til	af
muna	munur	nkfe
og	og	c
þar	þar	aa
með	með	aa
möguleikar	möguleiki	nkfn
hennar	hún	fpvee
til	til	af
að	að	cn
vera	vera	sng
fyrirtækjum	fyrirtæki	nhfþ
á	á	af
landsbyggðinni	landsbyggð	nveþg
sá	sá	faken
bakhjarl	bakhjarl	nken
sem	sem	ct
henni	hún	fpveþ
er	vera	sfg3en
ætlað	ætla	sþghen
að	að	cn
vera	vera	sng
.	.	pl

Stjórn	stjórn	nven
og	og	c
starfsmenn	starfsmaður	nkfn
stofnunarinnar	stofnun	nveeg
hafa	hafa	sfg3fn
farið	fara	sþghen
vandlega	vandlega	aa
yfir	yfir	af
leiðir	leið	nvfo
til	til	af
að	að	cn
styrkja	styrkja	sng
eiginfjárstöðu	eiginfjárstaða	nveo
stofnunarinnar	stofnun	nveeg
og	og	c
gert	gera	sþghen
ráðuneytinu	ráðuneyti	nheþg
grein	grein	nveo
fyrir	fyrir	af
stöðunni	staða	nveþg
.	.	pl

Einnig	einnig	aa
var	vera	sfg3eþ
á	á	af
síðasta	síðari	lheþve
ári	ár	nheþ
lögð	leggja	sþgven
mikil	mikill	lvensf
vinna	vinna	nven
í	í	af
að	að	cn
endurskoða	endurskoða	sng
rækilega	rækilega	aa
alla	allur	fokfo
starfshætti	starfsháttur	nkfo
stofnunarinnar	stofnun	nveeg
,	,	pk
sérstaklega	sérstaklega	aa
hvað	hver	fshen
varðar	varða	sfg3en
útlána-	útlánaumsýsla	kt
og	og	c
fjármálaumsýslu	fjármálaumsýsla	nveo
Byggðastofnunar	Byggðastofnun	nvee-s
og	og	c
verkferlar	verkferill	nkfn
skilgreindir	skilgreina	sþgkfn
og	og	c
endurskipulagðir	endurskipuleggja	sþgkfn
.	.	pl

Þá	þá	aa
var	vera	sfg3eþ
hlutverk	hlutverk	nhen
stjórnar	stjórn	nvee
annars	annar	fokee
vegar	vegur	nkee
og	og	c
starfsmanna	starfsmaður	nkfe
hins	hinn	fakee
vegar	vegur	nkee
skilgreind	skilgreina	sþghfn
betur	vel	aam
,	,	pk
stofnuninni	stofnun	nveþg
settar	setja	sþgvfn
siðareglur	siðaregla	nvfn
og	og	c
starfsmannastefna	starfsmannastefna	nven
.	.	pl

Þetta	þessi	fahen
var	vera	sfg3eþ
gert	gera	sþghen
í	í	af
þeim	sá	fakeþ
tilgangi	tilgangur	nkeþ
að	að	cn
tryggja	tryggja	sng
betur	vel	aam
jafnræðisreglu	jafnræðisregla	nveo
,	,	pk
gegnsæi	gegnsæi	nheo
og	og	c
góða	góður	lveosf
stjórnsýslu	stjórnsýsla	nveo
og	og	c
jafnframt	jafnframt	aa
að	að	cn
efla	efla	sng
eftirlits-	eftirlitshlutverk	kt
og	og	c
stefnumótunarhlutverk	stefnumótunarhlutverk	nheo
stjórnarinnar	stjórn	nveeg
.	.	pl

Þá	þá	aa
var	vera	sfg3eþ
það	það	fphen
einnig	einnig	aa
tilgangurinn	tilgangur	nkeng
að	að	cn
styrkja	styrkja	sng
innviði	innviðir	nkfo
stofnunarinnar	stofnun	nveeg
,	,	pk
starfshætti	starfsháttur	nkfo
,	,	pk
mælistikur	mælistika	nvfo
og	og	c
skilvirkni	skilvirkni	nveo
,	,	pk
þannig	þannig	aa
að	að	c
viðskiptavinir	viðskiptavinur	nkfn
stofnunarinnar	stofnun	nveeg
geti	geta	svg3fn
ávallt	ávallt	aa
verið	vera	sþghen
vissir	viss	lkfnsf
um	um	af
að	að	c
umsóknir	umsókn	nvfn
þeirra	hann	fpkfe
fái	fá	svg3fn
réttláta	réttlátur	lveosf
meðhöndlun	meðhöndlun	nveo
.	.	pl

Það	það	fphen
er	vera	sfg3en
trú	trú	nven
okkar	ég	fp1fe
að	að	c
þessi	þessi	faven
endurskoðun	endurskoðun	nven
leiði	leiða	svg3en
til	til	aa
enn	enn	aa
skilvirkari	skilvirkur	lveevm
og	og	c
öruggari	öruggur	lveevm
fjármálastarfsemi	fjármálastarfsemi	nvee
stofnunarinnar	stofnun	nveeg
.	.	pl

Ég	ég	fp1en
vil	vilja	sfg1en
að	að	af
lokum	lok	nhfþ
færa	færa	sng
ráðherra	ráðherra	nkeþ
og	og	c
hennar	hún	fpvee
fólki	fólk	nheþ
í	í	af
iðnaðar-	iðnaðarráðuneyti	kt
og	og	c
viðskiptaráðuneytinu	viðskiptaráðuneyti	nheþg
,	,	pk
meðstjórnendum	meðstjórnandi	nkfþ
mínum	minn	fekfþ
í	í	af
stjórn	stjórn	nveþ
Byggðastofnunar	Byggðastofnun	nvee-s
og	og	c
starfsmönnum	starfsmaður	nkfþ
stofnunarinnar	stofnun	nveeg
bestu	góður	lvfove
þakkir	þökk	nvfo
fyrir	fyrir	af
ágætt	ágætur	lheosf
samstarf	samstarf	nheo
um	um	af
leið	leið	nveo
og	og	c
ég	ég	fp1en
læt	láta	sfg1en
í	í	af
ljós	ljós	nheo
ósk	ósk	nveo
um	um	af
að	að	c
okkur	ég	fp1fþ
megi	mega	svg3en
áfram	áfram	aa
farnast	farnast	snm
vel	vel	aa
og	og	c
eflast	efla	snm
enn	enn	aa
frekar	frekar	aam
í	í	af
því	sá	faheþ
hlutverki	hlutverk	nheþ
okkar	ég	fp1fe
að	að	cn
vera	vera	sng
sterkir	sterkur	lkfnsf
og	og	c
góðir	góður	lkfnsf
bakhjarlar	bakhjarl	nkfn
fyrir	fyrir	af
fólk	fólk	nheo
og	og	c
fyrirtæki	fyrirtæki	nhfo
á	á	af
landsbyggðinni	landsbyggð	nveþg
.	.	pl

Sauðárkróki	Sauðárkrókur	nkeþ-s
2.	2.	ta
júlí	júlí	nkeo
2004	2004	ta
,	,	pk

Herdís	Herdís	nven-s
Á.	Á.	ks
Sæmundardóttir	Sæmundardóttir	nven-s
,	,	pk
formaður	formaður	nken
stjórnar	stjórn	nvee
Byggðastofnunar	Byggðastofnun	nvee-s
.	.	pl

Málstofa	málstofa	nven
samgönguráðuneytisins	samgönguráðuneyti	nheeg
,	,	pk
Samtaka	Samtök	nhfe-s
ferðaþjónustunnar	ferðaþjónusta	nveeg
,	,	pk
Ferðamálaráðs	Ferðamálaráð	nhee-s
og	og	c
Öryrkjabandalagsins	Öryrkjabandalag	nheegs
um	um	af
FERÐAÞJÓNUSTU	ferðaþjónusta	nveo
FYRIR	fyrir	af
ALLA	allur	fokfo

Ársal	Ársalur	nkeþ-s
Radisson	Radisson	n----s
SAS	SAS	n----s
Hótel	hótel	nhee-s
Sögu	Saga	nvee-s
við	við	af
Hagatorg	Hagatorg	nheo-s
24.	24.	ta
febrúar	febrúar	nkeo
2006	2006	ta
frá	frá	af
klukkan	klukka	nveng
13	13	ta
til	til	aa
17	17	ta

14:10	14:10	ta
Unnur	Unnur	nven-s
Svavarsdóttir	Svavarsdóttir	nven-s
,	,	pk
stjórnandi	stjórnandi	nken
hjá	hjá	af
Íslandsferðum	Íslandsferð	nvfþ-s
-er	vera	sfg3en
ferðaþjónustan	ferðaþjónusta	nveng
í	í	af
stakk	stakkur	nkeo
búin	búinn	lvensf
til	til	af
að	að	cn
taka	taka	sng
á	á	aa
móti	móti	af
fötluðum	fatlaður	lkfþsf
ferðamönnum	ferðamaður	nkfþ

Þetta	þessi	fahen
er	vera	sfg3en
stór	stór	lvensf
spurning	spurning	nven
,	,	pk
sem	sem	ct
ég	ég	fp1en
sem	sem	ct
fulltrúi	fulltrúi	nken
ferðaskipuleggjenda	ferðaskipuleggjandi	nkfe
ætla	ætla	sfg1en
að	að	cn
hugleiða	hugleiða	sng
hér	hér	aa
með	með	af
ykkur	þú	fp2fþ
.	.	pl

Ég	ég	fp1en
starfa	starfa	sfg1en
hjá	hjá	af
Íslandsferðum	Íslandsferðir	nkfþ-s
sem	sem	ct
eru	vera	sfg3fn
dæmigerður	dæmigerður	lkensf
ferðaskipuleggjandi	ferðaskipuleggjandi	nken
;	;	pk
við	ég	fp1fn
skipuleggjum	skipuleggja	sfg1fn
hinar	hinn	gvfo
ýmsu	ýmis	fovfo
gerðir	gerð	nvfo
ferða	ferð	nvfe
fyrir	fyrir	af
erlenda	erlendur	lkfosf
ferðamenn	ferðamaður	nkfo
,	,	pk
röðum	raða	sfg1fn
saman	saman	aa
grunnþáttum	grunnþáttur	nkfþ
,	,	pk
svo	svo	aa
sem	sem	c
gistingu	gisting	nveþ
,	,	pk
bílaleigubílum	bílaleigubíll	nkfþ
,	,	pk
afþreyingu	afþreying	nveþ
og	og	c
fleiru	fleiru	lheþvm
og	og	c
bjóðum	bjóða	sfg1fn
þannig	þannig	aa
heildar	heild	nvee
pakkaferðir	pakkaferð	nvfo
um	um	af
Ísland	Ísland	nheo-s
.	.	pl

Einnig	einnig	aa
störfum	starfa	sfg1fn
við	ég	fp1fn
mikið	mikið	aa
við	við	af
skipulagningu	skipulagning	nveo
ráðstefna	ráðstefna	nvfe
.	.	pl

Þegar	þegar	c
ég	ég	fp1en
velti	velta	sfg1eþ
upp	upp	aa
spurningunni	spurning	nveþg
um	um	af
hæfi	hæfi	nheo
okkar	ég	fp1fe
til	til	af
að	að	cn
taka	taka	sng
á	á	aa
móti	móti	af
fötluðum	fatlaður	lkfþsf
ferðamönnum	ferðamaður	nkfþ
á	á	af
mínum	minn	fekeþ
vinnustað	vinnustaður	nkeþ
,	,	pk
voru	vera	sfg3fþ
hreyfihamlaðir	hreyfihamlaður	lkfnsf
sá	sá	faken
hópur	hópur	nken
sem	sem	ct
allir	allur	fokfn
fóru	fara	sfg3fþ
strax	strax	aa
að	að	cn
hugsa	hugsa	sng
um	um	aa
.	.	pl

Upp	upp	aa
komu	koma	sfg3fþ
umræður	umræða	nvfn
um	um	af
aðgengi	aðgengi	nheo
á	á	af
gististöðum	gististaður	nkfþ
;	;	pk
hvot	hvort	x
til	til	aa
væru	vera	svg3fþ
rútur	rúta	nvfn
sem	sem	ct
tækju	taka	svg3fþ
hjólastóla	hjólastóll	nkfo
,	,	pk
hvernig	hvernig	aa
stígarnir	stígur	nkfng
við	við	af
Gullfoss	Gullfoss	nkeo-s
eru	vera	sfg3fn
,	,	pk
hvort	hvort	c
það	það	fphen
væri	vera	svg3eþ
áreiðanlega	áreiðanlega	aa
ekki	ekki	aa
salerni	salerni	nhen
fyrir	fyrir	af
fatlaða	fatlaður	lkfosf
á	á	af
öllum	allur	fohfþ
veitingahúsum	veitingahús	nhfþ
.	.	pl

Enginn	enginn	foken
spáði	spá	sfg3eþ
í	í	af
það	það	fpheo
að	að	c
til	til	aa
væru	vera	svg3fþ
fleiri	margur	lkfnvm
hópar	hópur	nkfn
fatlaðra	fatlaður	lkfesf
en	en	c
þeir	sá	fakfn
sem	sem	ct
eru	vera	sfg3fn
í	í	af
hjólastól	hjólastóll	nkeþ
.	.	pl

Kannski	kannski	aa
lýsir	lýsa	sfg3en
það	það	fphen
því	það	fpheþ
best	vel	aae
hvernig	hvernig	aa
ferðaþjónustan	ferðaþjónusta	nveng
er	vera	sfg3en
í	í	af
stakk	stakkur	nkeo
búin	búinn	lvensf
til	til	af
að	að	cn
taka	taka	sng
á	á	aa
móti	móti	af
fötluðum	fatlaður	lkfþsf
ferðamönnum	ferðamaður	nkfþ
;	;	pk
við	ég	fp1fn
höfum	hafa	sfg1fn
lítinn	lítill	lkeosf
sem	sem	ct
engann	enginn	x
skilning	skilningur	nkeo
á	á	af
því	það	fpheþ
hve	hve	aa
fjölbreyttur	fjölbreyttur	lkensf
hópur	hópur	nken
fatlaðir	fatlaður	lkfnsf
eru	vera	sfg3fn
;	;	pk
né	né	c
að	að	af
hvaða	hvaða	fsheþ
leiti	leiti	nheþ
þarfir	þörf	nvfn
þeirra	hann	fpkfe
eru	vera	sfg3fn
aðrar	annar	fovfn
en	en	c
annarra	annar	fokfe
ferðamanna	ferðamaður	nkfe
.	.	pl

Það	það	fphen
er	vera	sfg3en
samt	samt	aa
skrýtið	skrýtinn	lhensf
að	að	c
þessi	þessi	faven
einsleyta	einsleitur	lvenvf
hugsun	hugsun	nven
komi	koma	svg3en
upp	upp	aa
,	,	pk
því	það	fpheþ
þegar	þegar	c
við	ég	fp1fn
hjá	hjá	af
Íslandsferðum	Íslandsferð	nvfþ-s
lítum	líta	sfg1fn
yfir	yfir	af
farþegalistan	farþegalisti	x
okkar	ég	fp1fe
,	,	pk
þá	þá	aa
erum	vera	sfg1fn
við	ég	fp1fn
í	í	af
sumar	sumar	nheo
með	með	af
menningarhátíð	menningarhátíð	nveo
heyrnalausra	heyrnarlaus	lkfesf
á	á	af
Akureyri	Akureyri	nveþ-s
,	,	pk
í	í	af
fyrra	fyrri	lheovm
tókum	taka	sfg1fþ
við	ég	fp1fn
á	á	aa
móti	móti	af
hópi	hópur	nkeþ
sem	sem	ct
var	vera	sfg3eþ
að	að	af
hluta	hluti	nkeþ
til	til	aa
blindur	blindur	lkensf
,	,	pk
en	en	c
vissulega	vissulega	aa
höfum	hafa	sfg1fn
við	ég	fp1fn
líka	líka	aa
verið	vera	sþghen
með	með	af
hreyfihamlaða	hreyfihamlaður	lkfosf
,	,	pk
svo	svo	aa
sem	sem	c
norræn	norrænn	lvensf
ráðstefna	ráðstefna	nven
fatlaðra	fatlaður	lkfesf
sem	sem	ct
var	vera	sfg3eþ
fyrir	fyrir	af
nokkrum	nokkur	fohfþ
árum	ár	nhfþ
.	.	pl

Vissulega	vissulega	aa
er	vera	sfg3en
aðal	aðal	lvenof
umræðan	umræða	nveng
um	um	af
aðgengismál	aðgengismál	nhfo
hreyfihamlaðra	hreyfihamlaður	lkfesf
;	;	pk
gististaðir	gististaður	nkfn
skrá	skrá	sfg3fn
hve	hve	aa
mörg	margur	lhfnsf
herbergi	herbergi	nhfn
hafa	hafa	sfg3fn
aðgengi	aðgengi	nheo
fyrir	fyrir	af
hjólastóla	hjólastóll	nkfo
,	,	pk
nokkur	nokkur	fohfn
rútufyrirtæki	rútufyrirtæki	nhfn
hafa	hafa	sfg3fn
lagt	leggja	sþghen
metnað	metnaður	nkeo
sinn	sinn	fekeo
í	í	af
að	að	cn
hafa	hafa	sng
bíla	bíll	nkfo
sem	sem	ct
taka	taka	sfg3fn
hjólastóla	hjólastóll	nkfo
og	og	c
sum	sumur	fohfn
afþreyingarfyrirtæki	afþreyingarfyrirtæki	nhfn
hafa	hafa	sfg3fn
sér	sér	lveoof
kunnáttu	kunnátta	nveo
og	og	c
reynslu	reynsla	nveo
á	á	af
þessu	þessi	faheþ
sviði	svið	nheþ
.	.	pl

Þetta	þessi	fahen
eru	vera	sfg3fn
hins	hinn	fakee
vegar	vegur	nkee
allt	allur	fohen
þættir	þáttur	nkfn
sem	sem	ct
ætti	eiga	svg3eþ
að	að	cn
vera	vera	sng
sjáflsagt	sjáflsagður	lhensf
mál	mál	nhen
að	að	cn
taka	taka	sng
tillit	tillit	nheo
til	til	aa
og	og	c
ætti	eiga	svg3eþ
að	að	af
suma	sumur	x
leyti	leyti	nheþ
að	að	cn
vera	vera	sng
auðvelt	auðveldur	lhensf
að	að	cn
framfylgja	framfylgja	sng
.	.	pl

Það	það	fphen
er	vera	sfg3en
jú	jú	au
hægt	hægur	lhensf
að	að	cn
setja	setja	sng
kröfur	krafa	nvfo
í	í	af
reglugerðir	reglugerð	nvfo
og	og	c
allir	allur	fokfn
gististaðir	gististaður	nkfn
og	og	c
öll	allur	fohfn
rútufyrirtæki	rútufyrirtæki	nhfn
þurfa	þurfa	sfg3fn
opinbert	opinber	lheosf
starfsleyfi	starfsleyfi	nheo
.	.	pl

Erfiðara	erfiður	lhenvm
er	vera	sfg3en
við	við	af
að	að	cn
eiga	eiga	sng
aðgengismál	aðgengismál	nhfo
eins	eins	aa
og	og	c
stíga	stígur	nkfo
;	;	pk
það	það	fphen
er	vera	sfg3en
enginn	enginn	foken
sem	sem	ct
þarf	þurfa	sfg3en
starfsleyfi	starfsleyfi	nheo
svo	svo	aa
að	að	c
við	ég	fp1fn
getum	geta	svg1fn
gengið	ganga	sþghen
að	að	af
Gullfossi	Gullfoss	nkeþ-s
og	og	c
við	ég	fp1fn
sem	sem	ct
störfum	starfa	sfg1fn
í	í	af
greinninni	grein	nveþg
vitum	vita	sfg1fn
að	að	c
aldrei	aldrei	aa
virðast	virða	x
vera	vera	sng
til	til	aa
fé	fé	nhen
til	til	af
að	að	cn
hafa	hafa	sng
stígamál	stígamál	nhfo
í	í	af
lagi	lag	nheþ
.	.	pl

Á	á	af
mörgum	margur	lkfþsf
stöðum	staður	nkfþ
er	vera	sfg3en
það	það	fphen
svo	svo	aa
að	að	c
jafnvel	jafnvel	aa
fullfrískt	fullfrískur	lhensf
fólk	fólk	nhen
á	eiga	sfg3en
ekki	ekki	aa
gott	góður	lheosf
með	með	af
að	að	cn
nálgast	nálgast	snm
náttúruperlur	náttúruperla	nvfo
.	.	pl

Leiðsögn	leiðsögn	nven
fyrir	fyrir	af
hópana	hópur	nkfog
er	vera	sfg3en
einnig	einnig	aa
að	að	cn
reynast	reyna	snm
nokkuð	nokkur	fohen
snúinn	snúinn	lkensf
þáttur	þáttur	nken
.	.	pl

Við	ég	fp1fn
veljum	velja	sfg1fn
að	að	af
öllu	allur	foheþ
jöfnu	jafn	lheþsf
leiðsögumenn	leiðsögumaður	nkfo
eftir	eftir	af
því	sá	faheþ
tungumáli	tungumál	nheþ
sem	sem	ct
farþegarnir	farþegi	nkfng
tala	tala	sfg3fn
og	og	c
þó	þó	aa
ekki	ekki	aa
sé	vera	svg3en
um	um	af
að	að	cn
ræða	ræða	sng
táknmálsleiðsögn	táknmálsleiðsögn	nveo
,	,	pk
þá	þá	aa
hefur	hafa	sfg3en
okkur	ég	fp1fþ
reynst	reyna	sþmhen
erfitt	erfiður	lhensf
að	að	cn
finna	finna	sng
gott	góður	lheosf
fólk	fólk	nheo
sem	sem	ct
treystir	treysta	sfg3en
sér	sig	fpheþ
til	til	af
að	að	cn
vera	vera	sng
með	með	af
þetta	þessi	fahen
sérhæfðan	sérhæfður	lkeosf
hóp	hópur	nkeo
.	.	pl

Aðgengismálin	aðgengismál	nhfng
eru	vera	sfg3fn
sá	sá	faken
praktíski	praktískur	lkenvf
þáttur	þáttur	nken
sem	sem	ct
við	ég	fp1fn
stöldrum	staldra	sfg1fn
mest	mikið	aae
við	við	aa
.	.	pl

Ég	ég	fp1en
get	geta	sfg1en
tekið	taka	sþghen
sem	sem	c
dæmi	dæmi	nheo
hóp	hópur	nkeo
sem	sem	ct
er	vera	sfg3en
að	að	cn
koma	koma	sng
í	í	af
sumar	sumar	nheo
;	;	pk
þetta	þessi	fahen
eru	vera	sfg3fn
16	16	ta
frakkar	frakki	nkfn
,	,	pk
þar	þar	aa
af	af	aa
8	8	ta
manns	maður	nkee
í	í	af
hjólastól	hjólastóll	nkeþ
og	og	c
hinir	hinn	fakfn
eru	vera	sfg3fn
þeirra	hann	fpkfe
aðstoðarmenn	aðstoðarmaður	nkfn
.	.	pl

Beiðnin	beiðni	nveng
til	til	af
okkar	ég	fp1fe
var	vera	sfg3eþ
um	um	af
nokkuð	nokkur	fohen
venjulega	venjulegur	lveosf
hringferð	hringferð	nveo
.	.	pl

Vissulega	vissulega	aa
reynum	reyna	sfg1fn
við	ég	fp1fn
að	að	cn
bóka	bóka	sng
þá	sá	faveo
gistingu	gisting	nveo
sem	sem	ct
við	ég	fp1fn
vitum	vita	sfg1fn
að	að	c
hefur	hafa	sfg3en
nægilega	nægilega	aa
mörg	margur	lhfosf
herbergi	herbergi	nhfo
fyrir	fyrir	af
fatlaða	fatlaður	lkfosf
,	,	pk
en	en	c
bókunarstaða	bókunarstaða	nven
gististaða	gististaður	nkfe
á	á	af
sumrinn	sumar	x
er	vera	sfg3en
því	það	fpheþ
miður	lítt	aam
ekki	ekki	aa
þannig	þannig	aa
að	að	c
við	ég	fp1fn
getum	geta	svg1fn
valið	velja	sþghen
úr	úr	af
gististöðum	gististaður	nkfþ
,	,	pk
við	ég	fp1fn
erum	vera	sfg1fn
frekar	frekar	aam
í	í	af
því	það	fpheþ
að	að	cn
taka	taka	sng
það	sá	faheo
sem	sem	ct
býðst	bjóða	sfm3en
.	.	pl

Þetta	þessi	fahen
verður	verða	sfg3en
áreiðanlega	áreiðanlega	aa
vandamál	vandamál	nhen
.	.	pl

Rútuþáttinn	rútuþáttur	nkeog
getum	geta	sfg1fn
við	ég	fp1fn
leyst	leysa	sþghen
,	,	pk
það	það	fphen
eru	vera	sfg3fn
til	til	aa
nægilega	nægilega	aa
stórir	stór	lkfnsf
bílar	bíll	nkfn
til	til	af
